internal_id,Award ID,Recipient Name,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,CFDA Number,Description,Place of Performance State Code,Place of Performance City Code,awarding_agency_id,agency_slug,generated_internal_id,active_during_fy2024
231635678,15POVC23GG04051HT,"TURNING POINT, INC.",2023-10-01,2026-09-30,1200000.0,Department of Justice,Office of Justice Programs,16.320,"TURNING POINT WILL EXPAND ITS CAPACITY TO SERVE SURVIVORS OF SEX AND LABOR TRAFFICKING IN MACOMB COUNTY-METRO DETROIT, MICHIGAN BY PROVIDING SAFE, STABLE HOUSING AND AN ARRAY OF SUPPORTIVE SERVICES THAT ARE TRAUMA-INFORMED, VICTIM-CENTERED, AND CULTURALLY RESPONSIVE. TURNING POINT WILL ENGAGE WITH EXISTING AND NEW COMMUNITY PARTNERS TO STRENGTHEN THEIR CAPACITY TO IDENTIFY AND SERVE TRAFFICKING SURVIVORS, LEADING TO INCREASED AUTONOMY, SELF-SUFFICIENCY, SAFETY, AND WELL-BEING. EMERGENCY SHELTER, RAPID RE-HOUSING, AND RENTAL ASSISTANCE. SUPPORTIVE SERVICES WILL ALSO BE PROVIDED BY TURNING POINT, INCLUDING CASE MANAGEMENT, ADVOCACY, MENTAL HEALTH COUNSELING, FORENSIC NURSE EXAMINERS, AND A HOUSING NAVIGATOR. TURNING POINT WILL ENHANCE ITS TRAINING PROVIDED TO COMMUNITY PARTNERS AND OTHER ORGANIZATIONS ON SEX AND LABOR TRAFFICKING AWARENESS AND IDENTIFYING AND ADDRESSING THEIR NEEDS. TURNING POINTS ESTABLISHED COMMUNITY PARTNERS WILL PROVIDE SURVIVORS WITH FREE LEGAL REPRESENTATION, MENTAL HEALTH CRISIS SERVICES, HEALTH CARE, JOB-SEEKING SKILLS, AND ACADEMIC AND CAREER COUNSELING.",MI,MI55820,252,department-of-justice,ASST_NON_15POVC23GG04051HT_015,True
231635669,15POVC23GG04042HT,YOUNG MEN'S CHRISTIAN ASSOCIATION OF THE NORTH,2023-10-01,2026-09-30,1200000.0,Department of Justice,Office of Justice Programs,16.320,"THE YMCA OF THE NORTH WILL PROVIDE RAPID REHOUSING SERVICES FOR VICTIMS OF HUMAN TRAFFICKING ACROSS THE TWIN CITIES (MINNEAPOLIS/ST. PAUL) 7-COUNTY METROPOLITAN AREA IN MINNESOTA, INCLUDING ANOKA, CARVER, DAKOTA, HENNEPIN, RAMSEY, SCOTT, AND WASHINGTON COUNTIES. THE PURPOSE OF THE PROJECT IS TO INCREASE AND ENHANCE CAPACITY TO IMPLEMENT A COLLABORATIVE, COORDINATED, AND COMPREHENSIVE HOUSING MODEL THAT PROVIDES TRAFFICKING SURVIVORS WITH SAFE, STABLE HOUSING AND APPROPRIATE TRAUMA-INFORMED, VICTIM-CENTERED, AND CULTURALLY RESPONSIVE SERVICES. THE PROPOSED EXPANSION WILL: 1) DELIVER AND EXPAND HOUSING INTERVENTIONS AND COMPREHENSIVE SUPPORT SERVICES FOR VICTIMS OF HUMAN TRAFFICKING BY ADDING 2.5 FTE HOUSING NAVIGATORS , 2) PROVIDE OUTREACH EFFORTS TO INCREASE IDENTIFICATION OF HUMAN TRAFFICKING AND REDUCE WAITLISTS, 3) DELIVER TRAINING FOR SERVICE PROVIDERS AND COMMUNITY PARTNERS, AND 4) IMPLEMENT HOUSING POLICIES THAT INCORPORATE LOW-BARRIER, VICTIM-CENTERED, TRAUMA-INFORMED, AND COLLABORATIVE APPROACHES. THE PROGRAM SERVES YOUNG PEOPLE AGED 18 THROUGH 28 IN THE TWIN CITIES WHO HAVE EXPERIENCED TRAFFICKING AND ARE CURRENTLY EXPERIENCING HOMELESSNESS, FACING EVICTION, OR LIVING IN UNSAFE HOUSING. YOUNG PEOPLE SERVED THROUGH THE PROGRAM ARE DISPROPORTIONATELY PEOPLE OF COLOR, INCLUDING YOUTH WHO ARE VERY LOW INCOME, ARE PARENTING, AND/OR IDENTIFY AS LGBTQ2+.",MN,MN43000,252,department-of-justice,ASST_NON_15POVC23GG04042HT_015,True
231635668,15POVC23GG04041HT,CALL TO FREEDOM INC,2023-10-01,2027-09-30,1200000.0,Department of Justice,Office of Justice Programs,16.320,"CALL TO FREEDOM 'S (CTF) WILL PROVIDE HUMAN TRAFFICKING SURVIVORS THROUGHOUT SOUTH DAKOTA WITH SAFE, STABLE HOUSING AND APPROPRIATE TRAUMA-INFORMED, VICTIM-CENTERED, AND CULTURALLY RESPONSIVE SERVICES. CTF UTILIZES A SCATTERED-SITE TRANSITIONAL HOUSING MODEL AND COUPLES HOUSING WITH COMPREHENSIVE SUPPORTIVE SERVICES. THROUGH THIS PROJECT, CTF WILL ENGAGE WITH APPROPRIATE LOCAL, STATEWIDE, AND FEDERAL PARTNERS TO ADDRESS THE NEEDS OF VICTIMS OF HUMAN TRAFFICKING.",SD,SD59020,252,department-of-justice,ASST_NON_15POVC23GG04041HT_015,True
231635667,15POVC23GG04040HT,"VICTIMS INFORMATION BUREAU OF SUFFOLK, INC",2023-10-01,2027-09-30,1200000.0,Department of Justice,Office of Justice Programs,16.320,"ECLI-VIBES (FORMERLY VICTIMS INFORMATION BUREAU OF SUFFOLK) WILL MEET THE NEEDS OF TRAFFICKING VICTIMS IN SUFFOLK COUNTY, NEW YORK BY ASSISTING THEM WITH HOUSING, PROVIDING COMPREHENSIVE FOLLOW-UP SERVICES, AND WORKING WITH LOCAL PARTNERS TO BETTER IDENTIFY AND SERVE THESE INDIVIDUALS. ECLI-VIBES WILL ALSO DEVELOP SUSTAINABLE MODELS FOR MEETING THE HOUSING NEEDS WITHIN AND BEYOND THE AGENCY, AS WELL AS MEASURING PROGRESS TOWARD THESE GOALS. THE PROJECT IS ESPECIALLY TAILORED TO EXPAND SERVICES TO SPANISH-SPEAKING AND/OR LABOR TRAFFICKING SURVIVORS.",NY,NY37840,252,department-of-justice,ASST_NON_15POVC23GG04040HT_015,True
231635176,15POVC22GK03286HT,FREEDOM NETWORK USA,2022-10-01,2026-09-30,1200000.0,Department of Justice,Office of Justice Programs,16.320,"SURVIVORS OF HUMAN TRAFFICKING HAVE DIVERSE NEEDS AND RECEIVE ASSISTANCE FROM A WIDE ARRAY OF ORGANIZATIONS THAT LAND ON A CONTINUUM OF EXPERIENCE, EXPERTISE AND SERVICES FOCUS. PROGRAMS ALSO VARY IN THE UNDERLYING PHILOSOPHY OF SERVICES AND MODELS OF PRACTICE. ORGANIZATIONS ENGAGE IN PRACTICES THAT MAY UNINTENTIONALLY RE-TRAUMATIZE TRAFFICKING SURVIVORS. FNUSA WILL ADDRESS THESE CHALLENGES THROUGH THE DEVELOPMENT OF COMPREHENSIVE, TRAUMA-INFORMED STANDARDS OF CARE (SOC) THAT ARE SPECIFIC TO THE NEEDS OF SURVIVORS OF HUMAN TRAFFICKING. FNUSA WILL ESTABLISH A TECHNICAL WORKING GROUP INCLUSIVE OF DIVERSE IDENTITIES, ESPECIALLY THOSE OF UNDERSERVED COMMUNITIES, COMMUNITIES OF COLOR, LGBTQ+, AND PEOPLE WITH DISABILITIES. THE PROJECT WILL  LEVERAGE EXISTING RESOURCES, INCLUDING THE OFFICE FOR VICTIMS OF CRIME’S (OVC) ACHIEVING EXCELLENCE: MODEL STANDARDS FOR SERVING VICTIMS & SURVIVORS OF CRIME (MODEL STANDARDS) TO SERVE AS A FOUNDATION FOR THE SOC.

FNUSA, TOGETHER WITH THE TECHNICAL WORKING GROUP (TWG), WILL ACHIEVE THE FOLLOWING GOALS WITHIN 36 MONTHS: 

GOALS

1. OBTAIN STAKEHOLDER AND SURVIVOR ENGAGEMENT TO ESTABLISH CORE STANDARDS FOR SERVICE DELIVERY AND ASSISTANCE TO INDIVIDUALS WHO HAVE EXPERIENCED TRAFFICKING.

2. PROMOTE QUALITY AND CONSISTENCY IN SERVICE DELIVERY.

3. DEFINE LEGAL RESPONSIBILITY OF GRANT-FUNDED RECIPIENTS UNDER FEDERAL CIVIL RIGHTS STATUTES.

4. PROVIDE CONCRETE GUIDANCE ON HOW STANDARDS SHOULD BE REFLECTED IN SERVICE DELIVERY PRACTICES, PROTOCOLS, AND PROCEDURES.

5. FACILITATE CONTINUOUS ASSESSMENT OF THE DEVELOPMENT AND APPLICATION OF STANDARDS, INCLUDING THROUGH WORKING WITH AN EXTERNAL EVALUATOR TO BE IDENTIFIED BY OVC AND OTIP.",DC,DC50000,252,department-of-justice,ASST_NON_15POVC22GK03286HT_015,True
231635676,15POVC23GG04049HT,COALITION TO ABOLISH SLAVERY & TRAFFICKING,2023-10-01,2026-09-30,1199871.0,Department of Justice,Office of Justice Programs,16.320,"THE COALITION TO ABOLISH SLAVERY TRAFFICKING (CAST) WILL PROVIDE SAFE AND STABLE HOUSING TO 25 VICTIMS OF HUMAN TRAFFICKING WHO RESIDE IN LA COUNTY IN CALIFORNIA, ALONGSIDE TRAUMA-INFORMED, VICTIM-CENTERED SERVICES. SERVICES OFFERED WILL INCLUDE EMERGENCY SHELTER AND SHORT-TERM RAPID REHOUSING, COUPLED WITH VOLUNTARY SUPPORT SERVICES AND FOLLOW UP. KEY ACTIVITIES INCLUDE BUILDING OUT CASTS STAFF TO ENSURE THE EFFICACY AND SUSTAINABILITY OF THE RAPID REHOUSING PROGRAM, PROVIDING SECURITY AT THE EMERGENCY SHELTER, AND ENSURING THAT AMPLE RESOURCES ARE AVAILABLE TO PROVIDE RENTAL ASSISTANCE TO VICTIMS. UPON EXIT FROM CAST, WE ANTICIPATE THAT 90% OF CLIENTS WILL HAVE ACCESS TO SAFE, PERMANENT HOUSING. CASTS HOUSING PROGRAMS SERVE ADULT VICTIMS OF ALL FORMS OF HUMAN TRAFFICKING (SEX AND LABOR)  NO MATTER THEIR ABILITY, ETHNICITY, RELIGION OR NATIONALITY  WITH THE EMERGENCY SHELTER SERVING FEMALE-IDENTIFYING VICTIMS AND THE RAPID REHOUSING PROGRAM SERVING VICTIMS REGARDLESS OF GENDER (AND CAN ACCOMMODATE FAMILIES).",CA,CA44000,252,department-of-justice,ASST_NON_15POVC23GG04049HT_015,True
231635677,15POVC23GG04050HT,"INTERNATIONAL RESCUE COMMITTEE, INC",2023-10-01,2026-09-30,1199723.0,Department of Justice,Office of Justice Programs,16.320,"THE INTERNATIONAL RESCUE COMMITTEE, INC. IN TURLOCK (IRC), IN PARTNERSHIP WITH THE ALLIANCE FOR COMMUNITY TRANSFORMATIONS (AFCT),WILL PROVIDE HOUSING ASSISTANCE AND OPTIONAL CASE MANAGEMENT SERVICES FOR 50 VICTIMS OF LABOR, SEX, AND OTHER FORMS OF HUMAN TRAFFICKING IN CALIFORNIAS CENTRAL VALLEY. TARGET COUNTIES WILL BE THE RURAL AND PARTIALLY RURAL COUNTIES OF STANISLAUS, MERCED, MARIPOSA, TUOLUMNE, AND MONO. FUNDING WILL OFFER SURVIVORS NEW PATHWAYS TO HOUSING, WITH OPTIONS TO WORK TOWARDS ECONOMIC INDEPENDENCE, HEALTH, SAFETY, AND INTEGRATION IN THEIR COMMUNITIES OF CHOICE. IRC TURLOCK WILL APPOINT A FULL-TIME HOUSING NAVIGATOR TO WORK DIRECTLY WITH CLIENTS, AND ESTABLISH AND TRAIN COMMUNITY STAKEHOLDERS IN DEVELOPING COORDINATED RESPONSES AND REFERRAL SYSTEMS FOR SURVIVORS. IRC TURLOCKS HOUSING MODEL WILL INCLUDE EMERGENCY HOUSING ASSISTANCE THROUGH SHELTER PLACEMENTS, AND RENT AND BASIC NEEDS SHORT-TERM ASSISTANCE. OPTIONAL SUPPORT SERVICES INCLUDE ACCESS TO STATE/FEDERAL BENEFITS, JOB READINESS TRAINING, MENTAL HEALTH, MEDICAL CARE, LEGAL SERVICES, AND COMMUNITY INTEGRATION. TO STRENGTHEN THE CAPACITY OF LOCAL HOUSING AND SERVICE PARTNERS TO PROVIDE VICTIM-CENTERED, TRAUMA-INFORMED, AND CULTURALLY-RESPONSIVE CARE, IRC TURLOCK WILL LEAD 30 TRAININGS WITH 350 STAKEHOLDERS ACROSS ALL FIVE COUNTIES TO IDENTIFY BARRIERS TO HOUSING, AND TO DEVELOP COORDINATED RESPONSE PROTOCOLS FOR VICTIM IDENTIFICATION AND REFERRALS. FURTHER TO THIS GOAL, IRC TURLOCK WILL STEWARD FIVE NEW PARTNERSHIPS, JOIN 1-2 HOMELESS PREVENTION COALITIONS TO EXPAND HOUSING OPTIONS AND SERVICES, AND CONDUCT EIGHT MEETINGS ANNUALLY WITH NEW LANDLORDS AND FIVE PER YEAR WITH ESTABLISHED LANDLORDS AND PROPERTY AGENCIES TO FACILITATE PLACEMENT OF CLIENTS IN HOMES OF THEIR OWN.",CA,CA80812,252,department-of-justice,ASST_NON_15POVC23GG04050HT_015,True
231635671,15POVC23GG04044HT,SAFE HARBOR LLC,2023-10-01,2026-09-30,1195097.0,Department of Justice,Office of Justice Programs,16.320,"SAFE HARBOR WILL ENHANCE VICTIMS ACCESS TOHOUSING SERVICES FOR VICTIMS OF LABOR AND SEX TRAFFICKING RESIDING IN THE GREATER RICHMOND, VIRGINIA AREA INCLUDING THE CITIES OF ASHLAND, COLONIAL HEIGHTS, AND RICHMOND, AND COUNTIES OF CHESTERFIELD, GOOCHLAND, HANOVER, AND HENRICO. THE AGENCY ALSO PROVIDES SERVICES TO HUMAN TRAFFICKING MINOR VICTIMS STATEWIDE. THE PROJECT GOAL IS TO PROVIDE ENHANCED RESIDENTIAL AND ADVOCACY SERVICES THAT ADDRESS THE UNIQUE NEEDS OF ADULT VICTIMS OF SEX AND LABOR TRAFFICKING, PROVIDE ENHANCED EMOTIONAL SUPPORT, SAFETY, AND HEALTH SERVICES, AND TO INCREASE THE CAPACITY OF COMMUNITIES AND SERVICE PROVIDERS TO RESPOND TO VICTIMS. FUNDING WILL SUPPORT THE SALARIES OF KEY STAFF IN THE RESIDENTIAL PROGRAM; THE EXPANSION OF SAFE HARBORS RESIDENTIAL SERVICES TO ALLOW FOR THE CREATION OF A SEPARATE SHELTER TO MEET THE UNIQUE NEEDS OF LABOR TRAFFICKING VICTIMS, ESPECIALLY THOSE WHO ARE LATINO IMMIGRANTS, AND A SUB-CONTRACT WITH A REGIONAL PARTNER, HANOVER SAFE PLACE (HSP), TO SUPPORT THE HIRING OF AN ADDITIONAL PART-TIME HOUSING NAVIGATOR TO WORK WITH THE TRAFFICKING VICTIMS THAT SAFE HARBOR SERVES. SAFE HARBORS COMPREHENSIVE HUMAN TRAFFICKING PROGRAM INCLUDES CASE MANAGEMENT, THERAPEUTIC AND SUBSTANCE USE DISORDER COUNSELING, ACCOMPANIMENT TO COURT PROCEEDINGS, FORENSIC EXAMS AND MEDICAL APPOINTMENTS, RESIDENTIAL AND TRANSITIONAL SHELTERS FOR ADULT VICTIMS, AND A DEDICATED HOTLINE BASED IN THE AGENCY'S HUMAN TRAFFICKING SHELTER. SAFE HARBOR WILL ESTABLISH A SEPARATE RESIDENTIAL PROGRAM FOR VICTIMS OF LABOR TRAFFICKING, ESPECIALLY THOSE WHO ARE LATINO IMMIGRANTS, AND WILL DEVELOP A NEW LOGIC MODEL, NEW OUTCOME SCALES TO MEASURE SUCCESS, AND NEW GUIDELINES TO MEET THE UNIQUE NEEDS OF THIS POPULATION.",VA,VA99999,252,department-of-justice,ASST_NON_15POVC23GG04044HT_015,True
231635673,15POVC23GG04046HT,"CATHOLIC CHARITIES, DIOCESE OF VENICE, INC. ,",2023-10-01,2027-09-30,1158974.0,Department of Justice,Office of Justice Programs,16.320,"CATHOLIC CHARITIES OF THE DIOCESE OF VENICE (CCDOV)WILL PROVIDE SHORT-TERM AND TRANSITIONAL HOUSING AS WELL AS A HOUSING NAVIGATOR FOR SURVIVORS OF HUMAN TRAFFICKING THROUGHOUT NINE COUNTIES IN SOUTHWEST FLORIDA. FUNDING FROM THIS GRANT WILL PROVIDEHOUSING FOR A PERIOD OF SIX TO TWENTY-FOUR MONTHS FOR UP TO 12 SINGLE PERSONS AND FAMILIES WHO HAVE BEEN VICTIMS OF HUMAN TRAFFICKING. IN ADDITION TO DIRECT ASSISTANCE FOR HOUSING, CCDOV WILL PROVIDE SUPPORT SERVICES INCLUDING CASE MANAGEMENT AND AN EMPLOYMENT NAVIGATOR INTENDED TO HELP SURVIVORS NAVIGATE THE HOUSING LANDSCAPE AND PREPARE FOR SUCCESSFUL EMPLOYMENT RESULTING IN STABLE, LONG-TERM HOUSING SITUATIONS IN THE FUTURE. CCDOV HAS AGREEMENTS AND REFERRAL ARRANGEMENTS WITH AREA AGENCIES THAT PROVIDE EMERGENCY SHELTER, MEDICAL, DENTAL, AND PSYCHIATRIC CARE, CHILDCARE, EDUCATION AND EMPLOYMENT READINESS, LEGAL IMMIGRATION SERVICES, DOCUMENTATION ASSISTANCE, AND MORE.",FL,FL73900,252,department-of-justice,ASST_NON_15POVC23GG04046HT_015,True
231635764,15POVC23GK02736HT,ARC COMMUNITY SERVICES INC,2023-10-01,2026-09-30,1000000.0,Department of Justice,Office of Justice Programs,16.320,"THE WISCONSIN ANTI-HUMAN TRAFFICKING TASK FORCE (WAHTTF) IS DESIGNED TO IMPROVE VICTIM-CENTERED AND TRAUMA-INFORMED RESPONSES AND INVESTIGATIONS IN ALL 72 WISCONSIN (WI) COUNTIES WITH A FOCUS ON IMPROVING CAPACITY IN THE 46 RURAL AND 25 SMALLEST COUNTIES OUTSIDE OF THE METROPOLITAN MILWAUKEE AREA. 83% OF ALL PERSONS IN WI RESIDE IN THESE LARGELY RURAL 71 COUNTIES WITH SCATTERED METROPOLITAN AREAS. THE FOCUS AREA WILL BE DIVIDED INTO FOUR REGIONS: THE NORTHWEST REGION (32 COUNTIES AND 78% RURAL), THE NORTHEAST REGION (16 COUNTIES AND 62.5% RURAL), THE SOUTHWEST REGION (12 COUNTIES AND 58.4% RURAL), AND THE SOUTHEAST REGION (11 COUNTIES AND 64% URBAN). THE AREA IS HOME TO 64,100 FARMS ON 14.2 MILLION ACRES, 17 MAJOR PORTS OF ENTRY ON THE GREAT LAKES, 1148 WORKING MINES, AND TOLL-FREE INTERSTATE HIGHWAYS CONNECTING WISCONSIN, MINNESOTA, IOWA, AND ILLINOIS.

THIS PROJECT STRENGTHENS THE STATEWIDE RESPONSE TO LABOR TRAFFICKING THROUGH PARTNERSHIP WITH A NON-FEDERAL GOVERNMENT PRIVATE FOUNDATION TO BUILD A LABOR TRAFFICKING (LT) MULTIDISCIPLINARY TEAM, LEVERAGING THOSE NON-FEDERAL RESOURCES TO CREATE AN LT VICTIM SERVICES NETWORK AND JOINT WAHTTF/LT MDT SUBCOMMITTEE. PROJECT RESPECT, A PROJECT OF ARC COMMUNITY SERVICES, INC., IS THE LEAD VICTIM SERVICE APPLICANT. PROJECT RESPECTS SUBRECIPIENTS INCLUDE FAMILY SUPPORT SERVICES, UNITED MIGRANT OPPORTUNITY SERVICES (UMOS), CONVERGENCE RESOURCE CENTER, FAMILY ADVOCATES, INC., AND AMERICAN INDIANS AGAINST ABUSE (AIAA). WISCONSIN DEPARTMENT OF JUSTICE  DIVISION OF CRIMINAL INVESTIGATION (DCI) IS THE LEAD LAW ENFORCEMENT.

WAHTTF WAS PREVIOUSLY FUNDED IN FY2020 UNDER PURPOSE AREA 1 AND SERVED 12 LABOR TRAFFICKING (LT) AND 85 SEX TRAFFICKING (ST) VICTIMS IN 2020-21; 5 LT, 110 ST VICTIMS IN 2021-2022; AND, FROM 03/01/2022 TO PRESENT, 10 LT, 61 ST VICTIMS. DCI OPENED 1 LT AND 17 ST INVESTIGATIONS IN 2020-2021; 3 LT, 11 ST IN 2021-2022; AND 1 ST FROM 10/2022  12/2022. THE U.S. ATTORNEYS OFFICE FOR THE EASTERN DISTRICT OF WI OPENED 9 ST CASES AND 0 LT CASES IN 2020; 6 ST, 3 LT IN 2021; 6 ST, 1 LT IN 2022; AND 2 ST FROM 01/2023 TO PRESENT. USAO FOR THE WESTERN DISTRICT OPENED 5 ST AND LT CASES AND PROSECUTED 6 CASES FROM 10/2020 TO PRESENT.",WI,WI48000,252,department-of-justice,ASST_NON_15POVC23GK02736HT_015,True
231635763,15POVC23GK02734HT,DEPARTMENT OF JUSTICE WISCONSIN,2023-10-01,2026-09-30,1000000.0,Department of Justice,Office of Justice Programs,16.320,"THE WISCONSIN ANTI-HUMAN TRAFFICKING TASK FORCE (WAHTTF) IS DESIGNED TO IMPROVE VICTIM-CENTERED AND TRAUMA-INFORMED RESPONSES AND INVESTIGATIONS IN ALL 72 WISCONSIN (WI) COUNTIES WITH A FOCUS ON IMPROVING CAPACITY IN THE 46 RURAL AND 25 SMALLEST COUNTIES OUTSIDE OF THE METROPOLITAN MILWAUKEE AREA. 83% OF ALL PERSONS IN WI RESIDE IN THESE LARGELY RURAL 71 COUNTIES WITH SCATTERED METROPOLITAN AREAS. THE FOCUS AREA WILL BE DIVIDED INTO FOUR REGIONS: THE NORTHWEST REGION (32 COUNTIES AND 78% RURAL), THE NORTHEAST REGION (16 COUNTIES AND 62.5% RURAL), THE SOUTHWEST REGION (12 COUNTIES AND 58.4% RURAL), AND THE SOUTHEAST REGION (11 COUNTIES AND 64% URBAN). THE AREA IS HOME TO 64,100 FARMS ON 14.2 MILLION ACRES, 17 MAJOR PORTS OF ENTRY ON THE GREAT LAKES, 1148 WORKING MINES, AND TOLL-FREE INTERSTATE HIGHWAYS CONNECTING WISCONSIN, MINNESOTA, IOWA, AND ILLINOIS.

THIS PROJECT STRENGTHENS THE STATEWIDE RESPONSE TO LABOR TRAFFICKING THROUGH PARTNERSHIP WITH A NON-FEDERAL GOVERNMENT PRIVATE FOUNDATION TO BUILD A LABOR TRAFFICKING (LT) MULTIDISCIPLINARY TEAM, LEVERAGING THOSE NON-FEDERAL RESOURCES TO CREATE AN LT VICTIM SERVICES NETWORK AND JOINT WAHTTF/LT MDT SUBCOMMITTEE. PROJECT RESPECT, A PROJECT OF ARC COMMUNITY SERVICES, INC., IS THE LEAD VICTIM SERVICE APPLICANT. PROJECT RESPECTS SUBRECIPIENTS INCLUDE FAMILY SUPPORT SERVICES, UNITED MIGRANT OPPORTUNITY SERVICES (UMOS), CONVERGENCE RESOURCE CENTER, FAMILY ADVOCATES, INC., AND AMERICAN INDIANS AGAINST ABUSE (AIAA). WISCONSIN DEPARTMENT OF JUSTICE  DIVISION OF CRIMINAL INVESTIGATION (DCI) IS THE LEAD LAW ENFORCEMENT.

WAHTTF WAS PREVIOUSLY FUNDED IN FY2020 UNDER PURPOSE AREA 1 AND SERVED 12 LABOR TRAFFICKING (LT) AND 85 SEX TRAFFICKING (ST) VICTIMS IN 2020-21; 5 LT, 110 ST VICTIMS IN 2021-2022; AND, FROM 03/01/2022 TO PRESENT, 10 LT, 61 ST VICTIMS. DCI OPENED 1 LT AND 17 ST INVESTIGATIONS IN 2020-2021; 3 LT, 11 ST IN 2021-2022; AND 1 ST FROM 10/2022  12/2022. THE U.S. ATTORNEYS OFFICE FOR THE EASTERN DISTRICT OF WI OPENED 9 ST CASES AND 0 LT CASES IN 2020; 6 ST, 3 LT IN 2021; 6 ST, 1 LT IN 2022; AND 2 ST FROM 01/2023 TO PRESENT. USAO FOR THE WESTERN DISTRICT OPENED 5 ST AND LT CASES AND PROSECUTED 6 CASES FROM 10/2020 TO PRESENT.",WI,WI48000,252,department-of-justice,ASST_NON_15POVC23GK02734HT_015,True
231635735,15POVC23GK00930HT,"INTERNATIONAL RESCUE COMMITTEE, INC.",2023-10-01,2026-09-30,1000000.0,Department of Justice,Office of Justice Programs,16.320,"THE HIDDEN AND UNDERREPORTED NATURE OF LABOR TRAFFICKING CONTINUES TO NECESSITATE A COMPREHENSIVE, HIGH-QUALITY TRAINING AND TECHNICAL ASSISTANCE (TTA) EFFORT TO ASSIST OVC GRANTEES, PARTNERS AND COMMUNITY STAKEHOLDERS TO MORE EFFECTIVELY IDENTIFY AND RESPOND. THE INTERNATIONAL RESCUE COMMITTEE (IRC) WILL CONTINUE THE WORK OF THE PREVIOUS OVC-FUNDED LABOR TRAFFICKING TTA GRANT, FRAMEWORK, WHICH ENDED IN MARCH 2023. IRC AIMS TO PROVIDE EFFECTIVE AND EFFICIENT TECHNICAL ASSISTANCE AND TRAINING THAT ENSURES CONSISTENCY AND HIGH QUALITY OF EVIDENCE-BASED TA DESIGN AND PROVISION. THIS WILL HELP IMPROVE THE QUANTITY AND QUALITY OF SERVICES OFFERED TO LABOR TRAFFICKING VICTIMS NATIONWIDE. THE IRCS PROJECT WILL ADDRESS GAPS IN KNOWLEDGE, SKILLS AND BEHAVIORS RELATED TO LABOR TRAFFICKING BY IDENTIFYING HIGH PRIORITY NEEDS AMONG OVC GRANTEES, COMMUNITY PARTNERS AND STAKEHOLDERS. THE IRCS CAPACITY BUILDING EFFORTS WILL INCLUDE INFORMATION SHARING ON EMERGING, PROMISING AND EFFECTIVE PRACTICES THROUGH THE REVISION AND MAINTENANCE OF THE FRAMEWORK WEBSITE, ESTABLISHING A MENTORSHIP PROGRAM FOR NEW OVC GRANTEES, PRODUCING AND DISSEMINATING NEW WRITTEN AND E-LEARNING RESOURCES, AS WELL AS PROVIDING IN-PERSON AND REMOTE SKILLS-BUILDING AND TRAINING.",NY,NY51000,252,department-of-justice,ASST_NON_15POVC23GK00930HT_015,True
231635733,15POVC23GK00907HT,AEQUITAS,2023-10-01,2027-09-30,1000000.0,Department of Justice,Office of Justice Programs,16.320,"AEQUITAS (AE) PROPOSESTHE CONSORTIUM FORJUST OUTCOMES: BRINGING SURVIVOR-CENTERED, CULTURALLY SPECIFIC TTA TO ENHANCED COLLABORATIVE MODEL HUMAN TRAFFICKING TASK FORCES(THE CONSORTIUM)WHICH AIMSTO IMPROVE THE TRAJECTORY OF ECMS HT RESPONSE.CONSORTIUMPARTNERS INCLUDE: SURVIVORS WITH LIVED EXPERTISE IN LABOR AND SEX TRAFFICKING; VICTIM SERVICE PROVIDER;CULTURALLY SPECIFIC TTA PROVIDERS. THECONSORTIUMWILL CONSULT WITH A CADRE OF MULTIDISCIPLINARY SUBJECT MATTER EXPERTS (SMES) WHOSE EXPERTISE WILL BE LEVERAGED TO ADDRESS GAPS. 

AS DETERMINED BY OVC, AE AND PARTNERS WILL:PROVIDE TRAINING TO STRENGTHEN THE ECM TASK FORCE MODEL APPROACH AND BUILD THE CAPACITY OF EXISTING AND FUTURE HT TASK FORCES; PROVIDE A RANGE OF RELEVANT SME ON EMERGING ISSUES, INVESTIGATIVE TECHNIQUES, AND BEST PRACTICES; DISSEMINATE MATERIALS; DELIVER SPECIALIZED TRAINING TO THE FIELD; ANDMANAGE A TEAM IN COLLABORATION WITH OVC THAT INCLUDES RELEVANT SUBJECT MATTER EXPERTS WITH A RANGE OF PERTINENT KNOWLEDGE, SKILLS, AND EXPERIENCE, DIRECTLY RELATED TO THE NEEDS OF ECM TASK FORCES",DC,DC50000,252,department-of-justice,ASST_NON_15POVC23GK00907HT_015,True
